Depth [mm],Dose [Gy],PDD [%]
54.85714286,0.02363771622,1.323628894
54.95238095,0.02362190914,1.322743754
55.04761905,0.02360610207,1.321858613
55.14285714,0.02359029499,1.320973472
55.23809524,0.02357448791,1.320088332
55.33333333,0.02355868083,1.319203191
55.42857143,0.02354287376,1.31831805
55.52380952,0.02352706668,1.31743291
55.61904762,0.0235112596,1.316547769
55.71428571,0.02348632112,1.315151302
55.80952381,0.02345815844,1.313574291
55.9047619,0.02342999577,1.31199728
56,0.02340183309,1.31042027
56.0952381,0.02337367041,1.308843259
56.19047619,0.02334550774,1.307266248
56.28571429,0.02331734506,1.305689237
56.38095238,0.02328918239,1.304112227
56.47619048,0.02326101971,1.302535216
56.57142857,0.02323285703,1.300958205
56.66666667,0.02320469436,1.299381194
56.76190476,0.02317653168,1.297804184
56.85714286,0.023148369,1.296227173
56.95238095,0.02312020633,1.294650162
57.04761905,0.02309204365,1.293073152
57.14285714,0.02306388097,1.291496141
57.23809524,0.0230357183,1.28991913
57.33333333,0.02300755562,1.288342119
57.42857143,0.02297939294,1.286765109
57.52380952,0.02295123027,1.285188098
57.61904762,0.02292306759,1.283611087
57.71428571,0.02286993629,1.280635922
57.80952381,0.02280798887,1.277167084
57.9047619,0.02274604144,1.273698246
58,0.02268409401,1.270229408
58.0952381,0.02262214659,1.26676057
58.19047619,0.02256019916,1.263291732
58.28571429,0.02249825174,1.259822895
58.38095238,0.02243630431,1.256354057
58.47619048,0.02237435688,1.252885219
58.57142857,0.02231240946,1.249416381
58.66666667,0.02225046203,1.245947543
58.76190476,0.0221885146,1.242478706
58.85714286,0.02212656718,1.239009868
58.95238095,0.02206461975,1.23554103
59.04761905,0.02200267232,1.232072192
59.14285714,0.0219407249,1.228603354
59.23809524,0.02187877747,1.225134517
59.33333333,0.02181683004,1.221665679
59.42857143,0.02175488262,1.218196841
59.52380952,0.02169293519,1.214728003
59.61904762,0.02163098776,1.211259165
59.71428571,0.02164751678,1.212184732
59.80952381,0.02169175492,1.214661912
59.9047619,0.02173599306,1.217139093
60,0.02178023121,1.219616273
60.0952381,0.02182446935,1.222093453
60.19047619,0.02186870749,1.224570633
60.28571429,0.02191294563,1.227047813
60.38095238,0.02195718377,1.229524994
60.47619048,0.02200142192,1.232002174
60.57142857,0.02204566006,1.234479354
60.66666667,0.0220898982,1.236956534
60.76190476,0.02213413634,1.239433714
60.85714286,0.02217837448,1.241910895
60.95238095,0.02222261262,1.244388075
61.04761905,0.02226685077,1.246865255
61.14285714,0.02231108891,1.249342435
61.23809524,0.02235532705,1.251819615
61.33333333,0.02239956519,1.254296796
61.42857143,0.02244380333,1.256773976
61.52380952,0.02248804148,1.259251156
61.61904762,0.02253227962,1.261728336
61.71428571,0.0225570315,1.263114354
61.80952381,0.02257490301,1.264115096
61.9047619,0.02259277452,1.265115838
62,0.02261064602,1.266116579
62.0952381,0.02262851753,1.267117321
62.19047619,0.02264638904,1.268118062
62.28571429,0.02266426055,1.269118804
62.38095238,0.02268213206,1.270119545
62.47619048,0.02270000357,1.271120287
62.57142857,0.02271787508,1.272121029
62.66666667,0.02273574659,1.27312177
62.76190476,0.02275361809,1.274122512
62.85714286,0.0227714896,1.275123253
62.95238095,0.02278936111,1.276123995
63.04761905,0.02280723262,1.277124736
63.14285714,0.02282510413,1.278125478
63.23809524,0.02284297564,1.27912622
63.33333333,0.02286084715,1.280126961
63.42857143,0.02287871865,1.281127703
63.52380952,0.02289659016,1.282128444
63.61904762,0.02291446167,1.283129186
63.71428571,0.02288278686,1.281355508
63.80952381,0.02283361781,1.278602215
63.9047619,0.02278444877,1.275848921
64,0.02273527973,1.273095628
64.0952381,0.02268611068,1.270342334
64.19047619,0.02263694164,1.267589041
64.28571429,0.02258777259,1.264835747
64.38095238,0.02253860355,1.262082454
64.47619048,0.0224894345,1.259329161
64.57142857,0.02244026546,1.256575867
64.66666667,0.02239109641,1.253822574
64.76190476,0.02234192737,1.25106928
64.85714286,0.02229275832,1.248315987
64.95238095,0.02224358928,1.245562694
65.04761905,0.02219442023,1.2428094
65.14285714,0.02214525119,1.240056107
65.23809524,0.02209608214,1.237302813
65.33333333,0.0220469131,1.23454952
65.42857143,0.02199774406,1.231796227
65.52380952,0.02194857501,1.229042933
65.61904762,0.02189940597,1.22628964
65.71428571,0.02188512226,1.225489802
65.80952381,0.02188315616,1.225379708
65.9047619,0.02188119007,1.225269613
66,0.02187922397,1.225159519
66.0952381,0.02187725787,1.225049424
66.19047619,0.02187529177,1.22493933
66.28571429,0.02187332568,1.224829235
66.38095238,0.02187135958,1.224719141
66.47619048,0.02186939348,1.224609046
66.57142857,0.02186742738,1.224498952
66.66666667,0.02186546129,1.224388857
66.76190476,0.02186349519,1.224278763
66.85714286,0.02186152909,1.224168668
66.95238095,0.021859563,1.224058574
67.04761905,0.0218575969,1.223948479
67.14285714,0.0218556308,1.223838385
67.23809524,0.0218536647,1.22372829
67.33333333,0.02185169861,1.223618196
67.42857143,0.02184973251,1.223508101
67.52380952,0.02184776641,1.223398007
67.61904762,0.02184580031,1.223287912
67.71428571,0.02181998258,1.22184221
67.80952381,0.0217857431,1.219924919
67.9047619,0.02175150362,1.218007629
68,0.02171726415,1.216090339
68.0952381,0.02168302467,1.214173049
68.19047619,0.02164878519,1.212255759
68.28571429,0.02161454571,1.210338468
68.38095238,0.02158030624,1.208421178
68.47619048,0.02154606676,1.206503888
68.57142857,0.02151182728,1.204586598
68.66666667,0.02147758781,1.202669308
68.76190476,0.02144334833,1.200752018
68.85714286,0.02140910885,1.198834727
68.95238095,0.02137486937,1.196917437
69.04761905,0.0213406299,1.195000147
69.14285714,0.02130639042,1.193082857
69.23809524,0.02127215094,1.191165567
69.33333333,0.02123791147,1.189248277
69.42857143,0.02120367199,1.187330986
69.52380952,0.02116943251,1.185413696
69.61904762,0.02113519304,1.183496406
69.71428571,0.02112113695,1.182709314
69.80952381,0.02111420738,1.182321283
69.9047619,0.02110727781,1.181933251
70,0.02110034824,1.18154522
70.0952381,0.02109341867,1.181157188
70.19047619,0.0210864891,1.180769157
70.28571429,0.02107955953,1.180381125
70.38095238,0.02107262996,1.179993094
70.47619048,0.02106570039,1.179605062
70.57142857,0.02105877082,1.179217031
70.66666667,0.02105184125,1.178828999
70.76190476,0.02104491168,1.178440968
70.85714286,0.02103798211,1.178052936
70.95238095,0.02103105254,1.177664905
71.04761905,0.02102412297,1.177276873
71.14285714,0.0210171934,1.176888842
71.23809524,0.02101026383,1.17650081
71.33333333,0.02100333426,1.176112779
71.42857143,0.02099640469,1.175724747
71.52380952,0.02098947512,1.175336716
71.61904762,0.02098254555,1.174948684
71.71428571,0.02097638532,1.174603733
71.80952381,0.02097049673,1.174273993
